,barometric_pressure,humidity,temperature,wind_direction,wind_speed,solar_radiation
20084,30.41,102.0,46.0,72.81,4.5,1.2
20085,30.41,102.0,46.0,91.25,5.62,1.23
20086,30.41,102.0,47.0,62.16,5.62,1.24
20087,30.41,102.0,47.0,80.54,2.25,1.18
20088,30.41,102.0,47.0,86.49,6.75,1.24
20089,30.41,102.0,47.0,80.59,3.37,1.2
20090,30.41,102.0,47.0,71.64,4.5,1.21
20091,30.41,102.0,47.0,61.59,2.25,1.17
20092,30.41,102.0,47.0,80.82,6.75,1.2
20093,30.41,102.0,47.0,81.14,4.5,1.22
20094,30.42,102.0,48.0,110.53,3.37,1.21
20095,30.42,102.0,48.0,15.5,5.62,1.22
20096,30.42,102.0,48.0,27.17,2.25,1.21
20097,30.42,102.0,48.0,12.16,6.75,1.21
20098,30.42,102.0,48.0,88.76,4.5,1.22
20099,30.42,102.0,48.0,117.17,5.62,1.21
20100,30.42,102.0,48.0,74.26,2.25,1.21
20101,30.42,102.0,48.0,69.47,3.37,1.22
20102,30.42,102.0,48.0,126.08,4.5,1.21
20103,30.42,102.0,48.0,141.79,6.75,1.19
20104,30.42,102.0,48.0,95.44,5.62,1.23
20105,30.43,102.0,48.0,134.6,5.62,1.21
20106,30.43,102.0,48.0,141.81,7.87,1.22
20107,30.43,102.0,48.0,142.03,4.5,1.21
20108,30.43,102.0,48.0,71.95,5.62,1.21
20109,30.43,102.0,48.0,82.51,4.5,1.21
20110,30.43,102.0,48.0,94.06,4.5,1.21
20111,30.43,102.0,48.0,107.7,5.62,1.22
20112,30.43,102.0,48.0,119.53,4.5,1.21
20113,30.43,102.0,48.0,80.42,2.25,1.2
20114,30.43,102.0,48.0,53.43,5.62,1.23
20115,30.43,102.0,48.0,61.85,5.62,1.21
20116,30.43,102.0,48.0,139.41,4.5,1.2
20117,30.43,102.0,48.0,116.02,7.87,1.19
20118,30.43,102.0,48.0,120.68,0.0,1.21
20119,30.43,102.0,48.0,125.9,6.75,1.2
20120,30.43,102.0,48.0,85.89,3.37,1.22
20121,30.43,102.0,48.0,64.34,3.37,1.21
20122,30.43,102.0,48.0,93.91,7.87,1.17
20123,30.43,102.0,48.0,72.05,3.37,1.23
20124,30.44,102.0,48.0,99.86,6.75,1.25
20125,30.43,102.0,48.0,53.33,3.37,1.2
20126,30.43,102.0,48.0,63.53,4.5,1.22
20127,30.44,102.0,49.0,73.83,7.87,1.2
20128,30.44,102.0,49.0,116.48,2.25,1.19
20129,30.44,102.0,49.0,80.61,3.37,1.21
20130,30.44,102.0,49.0,115.4,2.25,1.21
20131,30.44,102.0,49.0,141.61,4.5,1.2
20132,30.44,102.0,49.0,121.33,4.5,1.2
20133,30.44,102.0,49.0,106.38,9.0,1.21
20134,30.45,102.0,49.0,96.19,3.37,1.21
20135,30.45,102.0,49.0,122.1,3.37,1.18
20136,30.45,102.0,49.0,79.5,4.5,1.2
20137,30.45,102.0,49.0,100.29,3.37,1.26
20138,30.45,102.0,49.0,169.35,2.25,1.19
20139,30.45,102.0,49.0,76.46,4.5,1.19
20140,30.45,102.0,49.0,109.98,3.37,1.21
20141,30.45,102.0,49.0,62.87,1.12,1.22
20142,30.45,102.0,49.0,69.05,3.37,1.23
20143,30.45,102.0,49.0,106.94,3.37,1.2
20144,30.45,102.0,49.0,65.18,3.37,1.23
20145,30.45,102.0,49.0,329.75,2.25,1.23
20146,30.45,102.0,49.0,74.06,2.25,1.23
20147,30.45,102.0,49.0,82.61,2.25,1.2
20148,30.45,102.0,49.0,60.28,2.25,1.24
20149,30.45,102.0,49.0,38.9,1.12,1.23
20150,30.45,102.0,49.0,60.98,5.62,1.19
20151,30.45,102.0,49.0,71.87,5.62,1.22
20152,30.45,102.0,49.0,69.95,5.62,1.22
20153,30.45,102.0,50.0,19.89,2.25,1.22
20154,30.45,102.0,50.0,117.25,3.37,1.21
20155,30.45,102.0,50.0,65.04,3.37,1.22
20156,30.45,102.0,50.0,109.43,6.75,1.21
20157,30.45,102.0,50.0,80.48,5.62,1.2
20158,30.44,102.0,50.0,69.11,4.5,1.24
20159,30.44,102.0,50.0,93.1,1.12,1.21
20160,30.45,102.0,50.0,115.64,1.12,1.22
20161,30.45,102.0,50.0,119.2,1.12,1.21
20162,30.44,102.0,50.0,90.01,4.5,1.24
20163,30.44,102.0,50.0,88.19,3.37,1.24
20164,30.44,102.0,50.0,100.68,4.5,1.26
20165,30.44,102.0,50.0,103.86,2.25,1.22
20166,30.44,102.0,50.0,104.87,1.12,1.24
20167,30.44,102.0,50.0,70.72,2.25,1.23
20168,30.44,102.0,50.0,107.14,2.25,1.22
20169,30.43,102.0,50.0,69.45,7.87,1.22
20170,30.43,102.0,50.0,107.68,5.62,1.23
20171,30.43,102.0,50.0,90.38,6.75,1.25
20172,30.43,102.0,50.0,98.4,4.5,1.23
20173,30.43,102.0,50.0,85.91,4.5,1.24
20174,30.43,102.0,50.0,133.19,3.37,1.19
20175,30.43,102.0,50.0,87.24,3.37,1.22
20176,30.42,102.0,50.0,70.64,5.62,1.23
20177,30.42,102.0,50.0,136.41,3.37,1.19
20178,30.42,102.0,50.0,104.47,1.12,1.22
20179,30.42,102.0,50.0,63.61,1.12,1.24
20180,30.42,102.0,50.0,78.57,6.75,1.2
20181,30.42,102.0,50.0,10.16,2.25,1.23
20182,30.42,102.0,50.0,159.52,4.5,1.22
20183,30.42,102.0,50.0,107.31,4.5,1.2
20184,30.41,102.0,50.0,94.94,10.12,1.25
20185,30.41,102.0,50.0,53.44,4.5,1.23
20186,30.41,102.0,50.0,92.02,5.62,1.21
20187,30.41,101.0,50.0,58.38,4.5,1.23
20188,30.41,101.0,50.0,50.1,5.62,1.24
20189,30.41,101.0,50.0,121.16,6.75,1.21
20190,30.41,101.0,50.0,50.08,4.5,1.74
20191,30.41,101.0,51.0,53.18,5.62,2.58
20192,30.41,101.0,51.0,83.13,5.62,4.56
20193,30.41,101.0,51.0,89.46,2.25,6.82
20194,30.41,101.0,51.0,157.66,4.5,17.2
20195,30.41,101.0,51.0,119.62,3.37,20.62
20196,30.4,101.0,51.0,108.82,6.75,22.57
20197,30.4,101.0,51.0,2.01,1.12,26.85
20198,30.4,101.0,51.0,4.16,4.5,36.45
20199,30.4,101.0,51.0,34.18,3.37,48.8
20200,30.4,101.0,51.0,24.54,10.12,52.79
20201,30.4,101.0,51.0,70.82,3.37,63.35
20202,30.4,101.0,51.0,64.39,9.0,69.48
20203,30.4,101.0,51.0,121.71,10.12,56.21
20204,30.4,101.0,51.0,125.68,5.62,63.47
20205,30.4,101.0,51.0,335.61,3.37,103.84
20206,30.39,101.0,51.0,55.57,10.12,158.19
20207,30.39,100.0,52.0,90.74,6.75,171.92
20208,30.39,100.0,52.0,356.62,7.87,129.1
20209,30.39,100.0,52.0,123.08,4.5,112.92
20210,30.39,100.0,52.0,118.99,7.87,150.78
20211,30.39,100.0,52.0,77.73,7.87,174.21
20212,30.39,100.0,52.0,13.96,2.25,179.66
20213,30.39,100.0,52.0,70.65,3.37,189.09
20214,30.39,100.0,52.0,7.05,12.37,247.96
20215,30.39,100.0,53.0,110.66,2.25,276.23
20216,30.39,100.0,53.0,96.32,9.0,219.78
20217,30.39,99.0,53.0,27.2,5.62,182.67
20218,30.39,99.0,54.0,40.12,5.62,217.18
20219,30.39,99.0,53.0,105.96,6.75,444.32
20220,30.39,99.0,54.0,66.33,3.37,196.12
20221,30.39,99.0,54.0,131.46,9.0,244.2
20222,30.39,99.0,54.0,122.02,5.62,235.93
20223,30.39,99.0,54.0,88.03,9.0,216.5
20224,30.39,99.0,54.0,18.61,12.37,322.55
20225,30.39,99.0,54.0,108.68,7.87,618.35
20226,30.39,98.0,54.0,61.47,6.75,783.62
20227,30.39,98.0,54.0,63.74,6.75,283.12
20228,30.39,98.0,55.0,95.82,1.12,244.68
20229,30.39,97.0,55.0,76.74,3.37,239.24
20230,30.39,96.0,55.0,29.93,5.62,244.67
20231,30.39,93.0,56.0,346.87,13.5,189.55
20232,30.39,90.0,58.0,19.48,9.0,503.13
20233,30.39,88.0,58.0,40.62,4.5,921.48
20234,30.39,88.0,57.0,349.15,7.87,384.01
20235,30.39,88.0,58.0,268.15,4.5,405.87
20236,30.39,87.0,58.0,36.73,12.37,804.49
20237,30.39,88.0,58.0,352.37,5.62,460.7
20238,30.39,87.0,58.0,11.13,7.87,425.26
20239,30.39,84.0,59.0,97.77,5.62,822.28
20240,30.39,86.0,58.0,180.03,5.62,812.01
20241,30.39,86.0,58.0,122.76,12.37,262.3
20242,30.4,86.0,58.0,50.92,6.75,455.81
20243,30.4,85.0,59.0,0.27,5.62,942.96
20244,30.4,84.0,59.0,77.43,9.0,817.74
20245,30.4,84.0,59.0,68.92,5.62,924.47
20246,30.4,85.0,59.0,18.24,5.62,581.32
20247,30.4,85.0,59.0,44.32,4.5,856.73
20248,30.4,86.0,58.0,65.05,6.75,862.09
20249,30.41,88.0,58.0,145.57,9.0,904.95
20250,30.41,88.0,58.0,91.67,12.37,870.06
20251,30.41,90.0,57.0,35.02,11.25,882.59
20252,30.41,91.0,57.0,161.26,9.0,927.89
20253,30.41,95.0,57.0,32.48,4.5,367.21
20254,30.41,95.0,56.0,17.7,6.75,691.88
20255,30.41,97.0,56.0,14.47,4.5,976.49
20256,30.42,97.0,56.0,41.96,12.37,981.18
20257,30.42,96.0,56.0,11.49,7.87,401.25
20258,30.42,96.0,56.0,75.14,9.0,425.22
20259,30.42,94.0,56.0,79.45,9.0,640.36
20260,30.42,94.0,57.0,54.07,6.75,449.51
20261,30.43,94.0,57.0,0.2,5.62,332.11
20262,30.43,92.0,57.0,36.64,12.37,988.98
20263,30.43,91.0,57.0,74.86,13.5,302.95
20264,30.43,91.0,58.0,76.06,12.37,1239.27
20265,30.43,90.0,57.0,30.89,11.25,1154.65
20266,30.43,89.0,58.0,321.25,6.75,225.17
20267,30.43,90.0,58.0,359.0,10.12,383.73
20268,30.44,87.0,59.0,28.93,10.12,1010.78
20269,30.44,85.0,59.0,86.45,9.0,946.16
20270,30.44,80.0,59.0,113.49,9.0,919.21
20271,30.44,81.0,59.0,106.1,9.0,853.24
20272,30.44,84.0,58.0,29.06,4.5,867.97
20273,30.44,89.0,58.0,0.12,4.5,922.11
20274,30.44,87.0,59.0,33.69,3.37,837.5
20275,30.44,81.0,59.0,59.92,11.25,905.9
20276,30.45,78.0,59.0,62.36,6.75,833.07
20277,30.45,78.0,60.0,102.74,11.25,801.12
20278,30.45,80.0,59.0,81.53,6.75,776.09
20279,30.45,81.0,59.0,54.75,12.37,766.64
20280,30.45,80.0,59.0,127.97,6.75,512.85
20281,30.45,80.0,59.0,104.17,4.5,756.48
20282,30.45,78.0,58.0,149.57,5.62,736.76
20283,30.45,77.0,58.0,117.38,11.25,721.16
20284,30.45,73.0,59.0,102.48,3.37,708.22
20285,30.45,74.0,58.0,53.34,10.12,705.91
20286,30.45,74.0,58.0,119.47,11.25,693.78
20287,30.45,77.0,57.0,165.88,6.75,665.27
20288,30.45,78.0,56.0,121.97,6.75,627.21
20289,30.45,81.0,56.0,146.63,7.87,343.41
20290,30.45,83.0,56.0,153.18,6.75,474.04
20291,30.45,84.0,56.0,137.48,9.0,537.76
20292,30.45,83.0,56.0,115.16,5.62,337.24
20293,30.45,83.0,56.0,83.54,11.25,452.37
20294,30.45,84.0,55.0,176.68,6.75,668.14
20295,30.45,86.0,55.0,102.07,7.87,568.0
20296,30.45,91.0,54.0,150.75,10.12,551.89
20297,30.45,96.0,53.0,109.38,9.0,532.54
20298,30.45,97.0,52.0,171.8,10.12,510.91
20299,30.45,97.0,51.0,132.65,11.25,484.52
20300,30.45,97.0,51.0,152.94,3.37,181.23
20301,30.45,98.0,50.0,126.11,11.25,434.44
20302,30.45,98.0,49.0,177.63,3.37,325.33
20303,30.45,97.0,49.0,144.23,6.75,245.66
20304,30.45,96.0,49.0,108.28,3.37,164.35
20305,30.44,94.0,48.0,185.89,9.0,148.21
20306,30.44,93.0,48.0,170.08,10.12,77.23
20307,30.44,91.0,48.0,170.41,4.5,109.62
20308,30.44,91.0,48.0,142.47,10.12,117.21
20309,30.44,92.0,47.0,157.41,7.87,159.9
20310,30.44,91.0,47.0,192.28,10.12,189.47
20311,30.44,91.0,46.0,155.69,10.12,154.07
20312,30.44,89.0,46.0,157.85,14.62,113.05
20313,30.44,88.0,45.0,133.19,13.5,86.87
20314,30.44,86.0,45.0,138.94,6.75,99.93
20315,30.44,87.0,44.0,154.37,7.87,89.35
20316,30.43,89.0,44.0,142.77,9.0,57.57
20317,30.43,93.0,44.0,156.51,3.37,44.07
20318,30.43,91.0,44.0,145.3,12.37,44.62
20319,30.43,90.0,45.0,129.11,7.87,37.54
20320,30.43,90.0,44.0,137.95,4.5,38.51
20321,30.43,91.0,44.0,151.94,4.5,27.67
20322,30.43,92.0,44.0,157.23,7.87,22.8
20323,30.42,92.0,44.0,160.99,10.12,15.07
20324,30.42,92.0,44.0,148.91,11.25,7.1
20325,30.42,91.0,43.0,183.0,6.75,4.04
20326,30.42,91.0,43.0,180.18,9.0,3.51
20327,30.42,90.0,43.0,155.95,11.25,2.07
20328,30.42,90.0,43.0,158.63,5.62,1.21
20329,30.42,90.0,43.0,141.15,10.12,1.21
20330,30.42,89.0,43.0,177.17,7.87,1.21
20331,30.42,89.0,43.0,162.63,7.87,1.2
20332,30.42,89.0,43.0,143.95,10.12,1.2
20333,30.41,89.0,43.0,174.62,7.87,1.22
20334,30.41,88.0,43.0,175.57,6.75,1.2
20335,30.41,89.0,43.0,196.66,6.75,1.22
20336,30.41,88.0,43.0,158.1,10.12,1.21
20337,30.41,84.0,43.0,144.04,9.0,1.17
20338,30.41,77.0,43.0,157.93,7.87,1.18
20339,30.41,73.0,42.0,168.87,5.62,1.21
20340,30.41,75.0,43.0,144.52,9.0,1.18
20341,30.41,76.0,43.0,159.56,7.87,1.21
20342,30.41,78.0,43.0,140.66,9.0,1.19
20343,30.4,79.0,43.0,166.17,10.12,1.18
20344,30.4,85.0,43.0,122.72,4.5,1.2
20345,30.41,89.0,42.0,49.31,5.62,1.2
20346,30.41,86.0,42.0,164.41,3.37,1.21
20347,30.41,77.0,42.0,178.86,5.62,1.2
20348,30.41,79.0,42.0,177.2,6.75,1.17
20349,30.4,82.0,42.0,170.32,6.75,1.15
20350,30.4,86.0,43.0,166.26,2.25,1.19
20351,30.4,84.0,43.0,179.48,3.37,1.17
20352,30.4,86.0,44.0,177.0,5.62,1.2
20353,30.4,88.0,44.0,188.03,5.62,1.19
20354,30.4,86.0,44.0,166.32,4.5,1.21
20355,30.4,81.0,44.0,157.68,6.75,1.2
20356,30.4,84.0,44.0,155.31,2.25,1.23
20357,30.4,85.0,44.0,72.9,6.75,1.18
20358,30.4,84.0,44.0,163.22,7.87,1.22
20359,30.4,85.0,44.0,172.07,5.62,1.17
20360,30.4,85.0,44.0,157.5,6.75,1.2
20361,30.4,87.0,44.0,178.24,6.75,1.21
20362,30.41,91.0,45.0,157.73,6.75,1.2
20363,30.41,93.0,45.0,150.41,5.62,1.18
20364,30.41,92.0,45.0,161.48,10.12,1.2
20365,30.41,91.0,45.0,155.97,7.87,1.2
20366,30.4,90.0,45.0,166.62,10.12,1.2
20367,30.4,88.0,44.0,158.51,10.12,1.21
20368,30.4,85.0,44.0,163.5,9.0,1.19
20369,30.4,86.0,44.0,164.29,2.25,1.19
20370,30.41,84.0,45.0,148.69,5.62,1.24
20371,30.41,80.0,45.0,169.23,5.62,1.21
20372,30.41,84.0,45.0,161.71,7.87,1.2
20373,30.41,89.0,45.0,161.54,7.87,1.21
20374,30.41,91.0,46.0,132.7,7.87,1.19
20375,30.41,93.0,46.0,135.84,7.87,1.21
20376,30.41,94.0,46.0,69.42,5.62,1.21
20377,30.41,93.0,46.0,154.02,3.37,1.19
20378,30.42,94.0,46.0,148.98,5.62,1.19
20379,30.42,95.0,46.0,154.22,4.5,1.2
20380,30.42,94.0,46.0,91.72,9.0,1.19
20381,30.42,94.0,46.0,168.59,3.37,1.2
20382,30.42,94.0,46.0,130.18,6.75,1.18
20383,30.42,93.0,45.0,171.02,7.87,1.19
20384,30.42,92.0,45.0,140.38,4.5,1.19
20385,30.42,89.0,45.0,135.15,5.62,1.23
20386,30.43,89.0,45.0,173.21,9.0,1.19
20387,30.43,86.0,45.0,175.2,7.87,1.22
20388,30.43,82.0,45.0,193.01,11.25,1.18
20389,30.43,78.0,45.0,152.23,10.12,1.19
20390,30.43,74.0,45.0,155.77,13.5,1.21
20391,30.43,74.0,45.0,161.88,11.25,1.17
20392,30.43,76.0,45.0,142.07,13.5,1.22
20393,30.43,76.0,45.0,162.53,11.25,1.19
20394,30.43,78.0,46.0,145.58,9.0,1.19
20395,30.43,80.0,46.0,120.57,11.25,1.21
20396,30.43,83.0,45.0,151.95,11.25,1.23
20397,30.43,85.0,45.0,163.32,12.37,1.22
20398,30.43,85.0,45.0,168.91,12.37,1.21
20399,30.43,86.0,46.0,139.56,10.12,1.2
20400,30.43,87.0,46.0,100.92,14.62,1.19
20401,30.43,87.0,46.0,149.71,9.0,1.18
20402,30.44,88.0,46.0,144.75,4.5,1.19
20403,30.43,90.0,46.0,137.97,10.12,1.21
20404,30.44,96.0,45.0,129.59,9.0,1.18
20405,30.44,100.0,45.0,125.24,4.5,1.19
20406,30.44,101.0,45.0,170.23,6.75,1.21
20407,30.44,101.0,45.0,155.31,14.62,1.2
20408,30.44,101.0,46.0,161.85,4.5,1.21
20409,30.44,101.0,46.0,44.59,4.5,1.17
20410,30.44,102.0,46.0,109.26,9.0,1.18
20411,30.44,102.0,46.0,127.46,4.5,1.2
20412,30.44,101.0,46.0,65.37,5.62,1.22
20413,30.44,101.0,47.0,68.95,9.0,1.23
20414,30.44,101.0,47.0,91.39,6.75,1.16
20415,30.44,101.0,47.0,25.62,3.37,1.24
20416,30.45,101.0,47.0,65.19,10.12,1.19
20417,30.44,101.0,47.0,88.06,5.62,1.16
20418,30.44,101.0,47.0,72.88,6.75,1.21
20419,30.44,101.0,47.0,111.14,3.37,1.22
20420,30.45,101.0,48.0,98.29,2.25,1.19
20421,30.45,101.0,48.0,61.03,5.62,1.18
20422,30.45,101.0,48.0,119.8,2.25,1.2
20423,30.44,101.0,48.0,105.11,2.25,1.17
20424,30.45,101.0,48.0,96.46,11.25,1.24
20425,30.44,101.0,47.0,145.73,12.37,1.21
20426,30.44,102.0,47.0,131.12,11.25,1.2
20427,30.44,102.0,47.0,116.07,12.37,1.18
20428,30.44,102.0,47.0,133.06,11.25,1.22
20429,30.44,102.0,47.0,68.79,3.37,1.21
20430,30.44,102.0,48.0,114.86,13.5,1.21
20431,30.44,102.0,48.0,164.38,6.75,1.21
20432,30.45,102.0,48.0,106.66,9.0,1.21
20433,30.45,102.0,48.0,53.89,11.25,1.23
20434,30.44,102.0,48.0,110.42,12.37,1.21
20435,30.44,102.0,48.0,155.83,5.62,1.22
20436,30.44,102.0,48.0,153.48,10.12,1.21
20437,30.44,102.0,48.0,116.09,4.5,1.23
20438,30.44,102.0,48.0,148.25,7.87,1.22
20439,30.44,102.0,48.0,20.54,3.37,1.18
20440,30.44,102.0,48.0,194.0,1.12,1.25
20441,30.44,102.0,48.0,182.19,9.0,1.23
20442,30.44,102.0,48.0,120.04,5.62,1.22
20443,30.44,102.0,48.0,69.36,10.12,1.22
20444,30.44,102.0,48.0,120.32,11.25,1.22
20445,30.44,102.0,48.0,156.36,7.87,1.24
20446,30.44,102.0,48.0,198.79,3.37,1.19
20447,30.44,102.0,48.0,198.61,4.5,1.21
20448,30.44,102.0,48.0,113.56,4.5,1.22
20449,30.44,102.0,48.0,8.64,6.75,1.22
20450,30.44,102.0,49.0,82.31,10.12,1.22
20451,30.44,102.0,49.0,94.18,10.12,1.25
20452,30.44,102.0,49.0,116.0,7.87,1.2
20453,30.44,102.0,49.0,81.08,3.37,1.25
20454,30.44,102.0,49.0,149.48,5.62,1.23
20455,30.44,102.0,49.0,159.58,7.87,1.22
20456,30.44,102.0,49.0,140.55,5.62,1.25
20457,30.44,102.0,49.0,153.53,6.75,1.21
20458,30.44,102.0,49.0,136.25,5.62,1.18
20459,30.44,102.0,49.0,97.55,6.75,1.21
20460,30.44,102.0,49.0,168.45,1.12,1.22
20461,30.44,102.0,49.0,156.4,5.62,1.18
20462,30.44,102.0,49.0,128.78,11.25,1.19
20463,30.44,102.0,49.0,130.64,10.12,1.21
20464,30.43,102.0,49.0,189.77,6.75,1.25
20465,30.43,102.0,49.0,76.32,4.5,1.19
20466,30.43,102.0,49.0,94.35,6.75,1.2
20467,30.43,102.0,49.0,102.3,11.25,1.2
20468,30.43,102.0,49.0,126.53,4.5,1.18
20469,30.43,102.0,49.0,117.22,7.87,1.23
20470,30.43,102.0,49.0,110.49,5.62,1.25
20471,30.43,102.0,49.0,146.35,5.62,1.23
20472,30.42,102.0,49.0,75.06,2.25,1.2
20473,30.42,102.0,49.0,123.85,7.87,1.21
20474,30.42,102.0,49.0,119.97,9.0,1.22
20475,30.41,102.0,49.0,142.17,10.12,1.24
20476,30.41,102.0,49.0,99.37,6.75,1.23
20477,30.41,102.0,48.0,0.12,2.25,1.21
20478,30.41,102.0,49.0,228.9,4.5,1.91
20479,30.41,102.0,49.0,107.4,9.0,2.69
20480,30.41,102.0,49.0,28.48,2.25,4.3
20481,30.4,102.0,49.0,62.84,7.87,8.86
20482,30.4,102.0,49.0,321.11,4.5,28.27
20483,30.4,102.0,50.0,77.26,4.5,46.69
20484,30.4,102.0,50.0,5.42,5.62,30.45
20485,30.4,102.0,50.0,51.73,5.62,25.35
20486,30.4,102.0,50.0,61.04,6.75,37.64
20487,30.4,102.0,50.0,66.06,4.5,50.33
20488,30.4,102.0,50.0,7.64,4.5,61.69
20489,30.4,102.0,50.0,63.57,12.37,58.15
20490,30.39,102.0,51.0,44.11,13.5,59.22
20491,30.4,102.0,51.0,58.48,7.87,103.46
20492,30.4,101.0,51.0,28.85,6.75,131.17
20493,30.4,101.0,51.0,347.66,10.12,93.47
20494,30.39,101.0,51.0,79.77,5.62,236.94
20495,30.39,101.0,51.0,49.45,9.0,343.54
20496,30.39,101.0,51.0,80.09,6.75,278.53
20497,30.39,101.0,51.0,28.07,4.5,189.91
20498,30.39,101.0,51.0,48.84,7.87,116.45
20499,30.39,101.0,51.0,72.05,11.25,103.85
20500,30.39,101.0,51.0,30.67,6.75,106.05
20501,30.39,101.0,51.0,133.85,4.5,139.7
20502,30.39,101.0,51.0,27.89,2.25,331.77
20503,30.39,101.0,51.0,6.88,5.62,251.52
20504,30.39,101.0,51.0,47.19,11.25,288.33
20505,30.39,101.0,51.0,10.5,2.25,309.45
20506,30.39,101.0,51.0,11.81,2.25,267.81
20507,30.39,101.0,51.0,31.02,7.87,183.62
20508,30.39,101.0,51.0,51.38,7.87,264.8
20509,30.39,101.0,52.0,25.4,5.62,132.97
20510,30.39,101.0,52.0,248.46,4.5,262.58
20511,30.39,101.0,52.0,45.84,7.87,335.75
20512,30.39,101.0,52.0,62.05,7.87,345.25
20513,30.39,101.0,52.0,48.41,5.62,249.05
20514,30.4,101.0,52.0,22.95,6.75,215.16
20515,30.39,101.0,53.0,76.32,6.75,403.1
20516,30.39,101.0,53.0,21.58,3.37,301.98
20517,30.39,101.0,53.0,22.1,12.37,405.87
20518,30.39,101.0,53.0,41.3,6.75,421.87
20519,30.39,101.0,53.0,82.97,5.62,367.12
20520,30.39,101.0,53.0,105.61,4.5,310.53
20521,30.39,100.0,52.0,117.6,7.87,526.38
20522,30.39,101.0,53.0,28.16,3.37,469.93
20523,30.39,101.0,53.0,34.63,9.0,436.43
20524,30.39,100.0,53.0,11.43,3.37,476.07
20525,30.39,100.0,53.0,356.94,5.62,348.73
20526,30.4,100.0,53.0,38.5,3.37,383.43
20527,30.4,100.0,53.0,35.62,6.75,374.74
20528,30.4,100.0,53.0,73.22,7.87,794.73
20529,30.4,100.0,53.0,64.53,5.62,453.82
20530,30.41,100.0,53.0,24.91,5.62,529.78
20531,30.41,100.0,53.0,358.19,4.5,527.35
20532,30.41,100.0,54.0,16.61,9.0,419.87
20533,30.41,100.0,54.0,47.17,6.75,415.58
20534,30.41,99.0,54.0,85.41,9.0,553.81
20535,30.41,99.0,54.0,11.19,4.5,597.86
20536,30.41,99.0,54.0,26.22,7.87,474.47
20537,30.41,98.0,54.0,76.51,5.62,719.81
20538,30.42,98.0,54.0,198.63,5.62,660.2
20539,30.41,99.0,53.0,41.65,9.0,569.97
20540,30.42,99.0,53.0,65.85,11.25,600.74
20541,30.42,98.0,53.0,91.29,10.12,299.99
20542,30.42,99.0,53.0,118.72,6.75,544.14
20543,30.42,99.0,53.0,36.51,7.87,512.92
20544,30.42,99.0,54.0,51.51,10.12,537.8
20545,30.42,99.0,54.0,2.86,4.5,614.61
20546,30.43,99.0,54.0,271.29,4.5,590.54
20547,30.43,98.0,54.0,4.89,3.37,689.97
20548,30.43,97.0,54.0,0.1,5.62,649.82
20549,30.43,96.0,54.0,74.07,9.0,377.11
20550,30.44,93.0,55.0,27.86,11.25,589.79
20551,30.44,90.0,57.0,56.33,6.75,836.93
20552,30.44,91.0,56.0,104.04,10.12,927.15
20553,30.44,91.0,56.0,92.88,11.25,898.81
20554,30.44,92.0,55.0,195.8,9.0,947.89
20555,30.44,95.0,55.0,41.34,6.75,849.5
20556,30.44,94.0,54.0,30.15,4.5,836.38
20557,30.44,93.0,55.0,128.89,6.75,516.53
20558,30.45,91.0,55.0,332.37,4.5,614.38
20559,30.45,90.0,56.0,142.99,4.5,476.1
20560,30.45,90.0,55.0,157.01,5.62,468.14
20561,30.45,90.0,55.0,40.43,3.37,974.38
20562,30.45,89.0,56.0,53.46,11.25,723.25
20563,30.45,88.0,56.0,110.55,5.62,363.54
20564,30.45,86.0,56.0,29.25,6.75,809.35
20565,30.45,87.0,56.0,135.11,10.12,799.25
20566,30.45,84.0,57.0,76.39,4.5,663.98
20567,30.46,84.0,58.0,140.93,6.75,783.26
20568,30.46,80.0,57.0,141.63,2.25,764.18
20569,30.46,82.0,57.0,72.65,7.87,753.81
20570,30.46,87.0,56.0,41.93,9.0,745.65
20571,30.46,92.0,54.0,188.18,7.87,738.73
20572,30.46,97.0,52.0,58.95,1.12,749.22
20573,30.46,97.0,51.0,117.32,7.87,734.52
20574,30.46,97.0,51.0,14.74,7.87,724.54
20575,30.46,95.0,51.0,94.02,7.87,445.92
20576,30.46,96.0,51.0,16.53,4.5,313.28
20577,30.46,97.0,51.0,172.86,3.37,234.76
20578,30.46,96.0,51.0,80.13,10.12,301.37
20579,30.46,95.0,51.0,76.67,6.75,447.29
20580,30.46,94.0,51.0,14.34,7.87,728.08
20581,30.46,93.0,51.0,73.68,6.75,740.07
20582,30.46,90.0,51.0,195.39,5.62,677.84
20583,30.46,88.0,51.0,92.92,3.37,605.59
20584,30.46,85.0,52.0,12.1,5.62,527.28
20585,30.46,85.0,54.0,71.86,2.25,568.06
20586,30.46,79.0,55.0,116.47,5.62,545.33
20587,30.46,73.0,54.0,144.66,3.37,508.02
20588,30.46,72.0,53.0,149.45,6.75,508.04
20589,30.45,67.0,52.0,167.98,11.25,484.81
20590,30.45,65.0,51.0,131.94,9.0,460.31
20591,30.45,79.0,50.0,151.67,11.25,443.41
20592,30.45,79.0,49.0,112.41,9.0,412.11
20593,30.45,86.0,49.0,59.92,4.5,391.67
20594,30.45,86.0,49.0,64.79,12.37,371.75
20595,30.45,81.0,48.0,183.6,2.25,351.95
20596,30.45,78.0,48.0,24.91,3.37,331.84
20597,30.45,81.0,47.0,108.03,12.37,309.35
20598,30.44,84.0,46.0,155.5,9.0,289.01
20599,30.44,91.0,46.0,140.58,11.25,205.44
20600,30.44,97.0,46.0,116.48,11.25,24.62
